,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
2w4x,4.038423197867078,778.2658425317799,26.474691494688166,23.19937881974692,8.199378819746917,14.713820014191791,11.036077150813904,3.9558703934584933,2.615391498920778,2.615391498920778,1.5786267433499372,1.5786267433499372,0.8322607252749196,0.8322607252749196,60.408677450516024,9.701602428060104,0.0,0.0,0.0,0.0,0.0,0.0,5.2858847209627084,25.1720957182289,20.844226268960934,265.09099982000026,1.5555555555555556,2.388888888888889,2.9444444444444446,0.875,-1.3299999999999998,18.0,250.10199999999998,3475173.6448324984,4.0811021567636505,6.019115933438392,2.9143357984046974,123.19387603895261,12.456855276832954,0.3935665226579414,12.456855276832954,0.3401283557771191,0.9653395455404388,0.3401283557771191,-4.377841553287984,-0.3935665226579414,-2.8908999999999994,55.85690000000003,265.22199999999987,5.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,5.0,10.0,0.0,8.0,0.0,1.0,1.0,104.0,30.481909071517276,24.25794654919961,7.677920446865098,5.724798628930537,0.0,6.031114512338072,0.0,4.794537184071822,5.008912523954532,4.907065243988282,0.0,0.0,11.088102568792905,21.440179857070536,1.0,45.08606054233115,6.031114512338072,5.724798628930537,10.318725877242908,5.2858847209627084,30.524024917736504,13.534812143198534,4.907065243988282,0.0,0.0,5.309813353288376,4.794537184071822,0.0,0.0,81.25889549058705,4.736862953800049,4.907065243988282,13.7075855617022,5.2858847209627084,1.4118420783282006,0.0,0.0,151.92,0.0,0.0,0.0,0.0,0.0,112.97364722887674,0.0,0.0,0.0,10.9430194377899,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2710418297657056
2w66,4.617291761912419,844.0214938672428,28.483127663125444,26.435668643319232,7.435668643319231,15.308024828021498,12.639681865514902,3.665047917159574,2.4272108648451702,2.4272108648451702,1.430731157642095,1.430731157642095,0.8008495634072825,0.8008495634072825,66.70340724728746,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.43523276442885,26.409427537957775,235.12884812809,1.5625,2.375,3.0,0.8888888888888888,-0.7300000000000002,16.0,216.10799999999998,6379776.013671622,2.6476390290156204,5.554319257916828,2.894942237712119,120.30642869792949,12.384691161186694,0.39008194402929863,12.384691161186694,0.34626649350071403,1.2717417800453523,0.34626649350071403,-4.75616024187453,-0.39008194402929863,-4.488299999999995,53.29130000000003,235.26000000000016,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,7.0,0.0,1.0,1.0,94.0,31.047884220287642,32.125564789685775,1.4118420783282006,11.631978358282042,0.0,2.8236841566564013,4.794537184071822,0.0,0.0,0.0,0.0,0.0,10.964167785806339,23.54294616062769,1.0,51.21723696009836,5.907179729351506,5.724798628930537,5.309813353288376,0.0,37.12773113484493,13.055844927232233,0.0,0.0,0.0,10.612651455858796,0.0,0.0,0.0,75.3988950674924,4.794537184071822,0.0,23.300994791338315,0.0,4.235526234984602,0.0,0.0,126.63000000000001,0.0,0.0,0.0,0.0,0.0,147.80204602597212,0.0,0.0,0.0,-16.635379359305464,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28755733338343575
2wbg,2.9938279379715778,1356.6353352131764,40.397341225498536,38.43566864331923,10.435668643319232,21.67692765175652,18.97577202199694,5.342778860141485,3.4368471232961917,3.4368471232961917,2.1987007494264503,2.1987007494264503,1.3280833850347522,1.3280833850347522,99.52877566983501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.164500450864566,38.62300397701583,316.19982199600076,1.0454545454545454,1.8181818181818181,2.5454545454545454,0.9333333333333333,-0.8900000000000001,22.0,288.17400000000004,3849270255.7058706,3.39987984566064,8.100502001903571,3.7085371520458104,170.46826975388566,8.762726743190811,0.462793481252844,8.762726743190811,0.2895014284122231,0.705571796154183,0.2895014284122231,-4.806434266716331,-0.462793481252844,-0.1816000000000002,81.28420000000006,316.3979999999995,4.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,4.0,7.0,0.0,12.0,0.0,2.0,2.0,128.0,25.172095718228896,24.79903932376625,6.203952809936554,5.724798628930537,6.021680127344178,0.0,4.899909730850478,4.992404732635669,0.0,0.0,38.716516623942574,6.372924901329379,27.05823802686924,18.354719473881623,2.0,58.07030106631424,6.021680127344178,5.724798628930537,4.899909730850478,4.992404732635669,75.5513408844081,13.055844927232233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.59936553792248,4.736862953800049,0.0,77.98764687335724,4.992404732635669,0.0,0.0,0.0,105.75,0.0,0.0,0.0,0.0,0.0,222.92388240832622,0.0,0.0,0.0,-41.257215741659614,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485586047425808
2wca,2.982480944909717,1533.5881981222892,39.59349364820517,35.69937881974691,12.699378819746915,22.3224566038154,17.55277339883191,6.433601336440403,4.046103807998074,4.046103807998074,2.4008671937292503,2.4008671937292503,1.4012467365606052,1.4012467365606052,114.83194537629467,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31972588380881,36.527800093218325,381.15360007600066,1.2962962962962963,2.074074074074074,2.7777777777777777,0.47058823529411764,-2.6899999999999995,27.0,358.20100000000014,7689750188.853664,5.659726317745127,9.85598373174583,5.6432956774071,188.01230203529198,13.302966278040524,0.4684279034858983,13.302966278040524,0.43744759902657415,0.5668864771191617,0.43744759902657415,-4.604560135840124,-0.4684279034858983,-0.05360000000000009,94.79180000000002,381.3849999999997,5.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,5.0,10.0,0.0,10.0,0.0,1.0,1.0,148.0,25.37310088041006,18.177928522249623,8.90370218360639,10.200778701049408,5.897745344357611,6.093240070938415,14.94193912109683,4.794537184071822,0.0,0.0,24.979148240285564,23.61347504340651,21.65562106920448,21.637329360788705,2.0,61.98728864672238,23.585551419331093,4.293598971697903,5.309813353288376,5.15571272675054,43.85568846915404,11.868798596204664,30.212093538316473,0.0,0.0,10.619626706576751,10.481923458755384,0.0,0.0,68.335120481783,14.368988721608503,0.0,44.27139593101842,35.36780626506702,2.8236841566564013,0.0,0.0,149.71,0.0,0.0,0.0,0.0,0.0,179.65095968494649,0.0,0.0,0.0,-1.1509596849464458,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3422978649874797
2weg,3.798994272775768,545.3537402347075,13.54145188432738,11.049922939900775,5.866419520828501,7.618802153517008,5.30344109190485,3.849077229705574,1.6181727215647024,2.976553691684881,0.8680827879429899,1.6652661273243559,0.46350215362722796,0.9210153426293768,50.03069353679646,12.808212032003757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.306718381337282,175.010327652,1.3636363636363635,2.0,2.6363636363636362,0.0,-0.9400000000000002,11.0,169.13599999999997,3368.479353881061,3.2015721554754983,2.595065580969614,1.7508402333093993,72.24354137733454,13.475949074074073,0.2404632518982642,13.475949074074073,0.2404632518982642,0.8135393046107326,0.22453507124454608,-4.919166666666664,-0.22453507124454608,0.4731000000000002,37.7732,175.18400000000003,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,60.0,0.0,13.536388473220072,0.0,10.023291153407584,0.0,0.0,0.0,17.933235268175785,0.0,0.0,12.08483741532659,12.08483741532659,0.0,5.483034224680881,1.0,21.114930413341035,10.023291153407584,0.0,0.0,5.12502323617203,4.895483475517775,0.0,29.986895671699074,0.0,0.0,5.12502323617203,4.39041504767482,0.0,0.0,8.417796984328938,10.023291153407584,5.817220841045895,5.483034224680881,29.065158306170954,2.8236841566564013,0.0,0.0,60.160000000000004,0.0,-4.919166666666664,0.0,0.0,0.0,41.76196570294785,0.0,0.0,36.18072987528345,-8.106862244897957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6741280484561896
2wer,2.6254992472454686,1456.7305299954628,32.7566303550217,28.827454215792407,12.583383161810861,18.851112829512616,14.638471979287793,6.699939871369293,4.405308731693399,4.783273204702627,2.770693016619256,3.1313180463572228,1.7037066628720496,1.8926888993766635,107.48961189062987,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69134228981452,35.02471754725108,364.0713659440004,1.28,2.12,2.88,0.3333333333333333,-2.31,25.0,347.645,422104539.65383005,6.141717122364464,6.8973951899040555,3.857476033118282,172.91954753031155,13.51929552994037,0.5068954706432783,13.51929552994037,0.3420362141953247,1.1405969674498715,0.3420362141953247,-4.290685232426305,-0.5068954706432783,2.691600000000001,89.92810000000001,364.78099999999966,2.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,2.0,7.0,0.0,3.0,0.0,1.0,1.0,132.0,19.69134228981452,29.222511212164783,5.783244946364939,0.0,2.8623993144652684,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,29.757155128339214,12.903963863331246,33.94702989521059,22.06871979005307,3.0,49.8417950005115,23.353490124549303,2.8623993144652684,0.0,0.0,37.8377960008044,0.0,46.40024198894088,0.0,11.49902366656781,0.0,0.0,11.49902366656781,11.600939890232516,43.072620011846446,20.6411879930013,0.0,49.70763552864421,30.250705691805557,5.022633313741326,0.0,0.0,96.36000000000001,0.0,6.061547852505793,0.0,0.0,0.0,136.3620256023221,0.0,0.0,0.0,2.187537656283201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5424368231942893
2wn9,2.646887210972147,1462.4043459759155,30.911330893400955,28.710923771927643,10.710923771927643,18.0295989694709,14.665047917159574,5.756799626695711,3.792934155204756,3.792934155204756,2.4589393468433114,2.4589393468433114,1.5655727735027165,1.5655727735027165,108.80133383464064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08519144469009,29.470958065926418,294.1368278160005,1.2727272727272727,2.272727272727273,3.1818181818181817,0.2222222222222222,-2.6199999999999997,22.0,276.21,127543692.11860561,4.221758274070849,6.431932356516174,3.0069495617830557,154.7465466502811,8.801099300831444,0.5078224248806047,8.801099300831444,0.29309553535429883,0.848497399134245,0.29309553535429883,-3.607102111678005,-0.5078224248806047,3.4623000000000017,87.51080000000003,294.35399999999964,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,112.0,9.84567114490726,11.49902366656781,0.0,0.0,1.4311996572326342,0.0,9.976383253582878,0.0,0.0,0.0,0.0,48.54070090941677,41.49500602168364,30.569498691866144,3.0,33.14856659980099,11.76375674880627,1.4311996572326342,4.9839785209472085,4.992404732635669,12.745849802658759,13.534812143198533,59.257891473409245,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,30.770483515256288,0.0,0.0,47.17564824094652,53.123393222650925,0.0,6.052071746035566,0.0,54.71,0.0,0.0,0.0,0.0,0.0,144.2068559791044,0.0,0.0,0.0,-12.87352264577108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9428030238673105
2wnc,2.0929949200333127,1520.506606104941,32.98060947308281,31.210923771927643,10.210923771927643,18.469920232051184,16.124833615445606,5.7304064244456905,4.073481084038047,4.073481084038047,2.806479982188407,2.806479982188407,1.8434646192757644,1.8434646192757644,108.25451570257943,4.794537184071822,0.0,4.977003270229252,0.0,0.0,0.0,0.0,0.0,0.0,33.60495967769063,285.1597543320906,1.3333333333333333,2.0952380952380953,2.857142857142857,0.47058823529411764,-1.81,21.0,264.19899999999996,295982967.3085619,3.403877834073248,4.8794396129327815,2.1410481876545573,153.25043956251213,13.507062665343911,0.45822416463335713,13.507062665343911,0.3478560751125784,0.05934015154117955,0.3478560751125784,-4.478131088855295,-0.45822416463335713,1.5327999999999995,80.43290000000005,285.36699999999956,2.0,4.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,3.0,0.0,2.0,2.0,110.0,14.606800704161822,6.080018026949988,1.4118420783282006,0.0,0.0,7.38114736628005,0.0,4.794537184071822,0.0,0.0,18.127256122989884,6.042418707663295,53.53358819757512,39.653407446550965,4.0,43.29243134189499,16.872230220032908,0.0,4.977003270229252,0.0,43.607502568966794,6.975826900282246,35.90602153316493,0.0,0.0,4.892934480132522,0.0,0.0,0.0,36.037938422112624,4.736862953800049,0.0,61.894100848320576,30.34257004146794,2.8236841566564013,10.902924932081056,0.0,46.53,0.0,0.0,0.0,0.0,0.0,173.6775773263823,0.0,0.0,0.0,-29.67757732638232,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.822169014410817
2wtv,1.9264550299322716,2128.5006528363187,36.055077073300296,30.23924438195524,16.995173327973696,22.165091220397716,15.961262977477494,9.392013854986763,6.371044974578977,6.749009447588204,4.2994260058660405,4.488408242370654,2.8699057364021505,3.011642413780611,146.57891826732285,9.901064578912528,8.78083009534964,5.309813353288376,0.0,0.0,0.0,0.0,0.0,14.960361774530085,30.83264319877357,475.07788338791045,0.9705882352941176,1.7058823529411764,2.411764705882353,0.04,-4.169999999999999,34.0,461.7500000000001,13450149600.311672,10.837816073102662,8.642329804877052,3.993190857186414,216.8938980782724,15.54788260612454,0.5448150979164449,15.54788260612454,0.22724169739975575,0.03554325753700427,0.22724169739975575,-3.289087671946395,-0.5448150979164449,4.533300000000003,122.23419999999999,475.86199999999985,1.0,6.0,0.0,1.0,1.0,3.0,1.0,4.0,6.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,168.0,15.210877932200905,11.63444168209179,1.4118420783282006,5.948339280986494,0.0,0.0,4.992404732635669,18.748787137244058,0.0,0.0,35.770614720885696,41.81796373767676,33.573269274330634,47.25509069179685,5.0,37.91359798280324,34.91765573662512,0.0,9.967957041894417,4.992404732635669,6.496859684315945,5.309813353288376,105.50796325006883,0.0,11.257379486545457,10.41634074812908,20.4165556510197,0.0,11.600939890232516,21.648947332616967,6.496859684315945,11.63444168209179,44.868204381072694,71.58948702008337,6.434475392069527,11.257379486545457,0.0,90.3,0.0,6.117191154219541,0.0,0.0,0.0,115.78953922357778,0.0,0.0,31.095765212249077,3.3586155210647615,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46797411459072835
2wvt,4.388512215296248,592.7798921135586,23.535533905932738,21.988455047819272,5.988455047819274,12.803300858899108,10.403502964978848,2.967834321659616,2.000513575302674,2.000513575302674,1.2595660062572205,1.2595660062572205,0.6698805460502194,0.6698805460502194,48.69664760595225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.54404095553606,22.316509448351553,194.10229903209,1.1538461538461537,1.6923076923076923,2.076923076923077,1.0,-0.24000000000000002,13.0,178.07899999999998,568433.0341261424,2.133474981671731,4.316641100560019,1.9843308505934765,98.47309606306594,8.259305555555555,0.3900817672156356,8.259305555555555,0.3465705901142331,3.4657638888888886,0.3465705901142331,-4.399791666666668,-0.3900817672156356,-4.632099999999996,41.693400000000004,194.20700000000014,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,7.0,0.0,1.0,1.0,78.0,30.84687905810648,33.01735612988969,0.0,7.155998286163171,0.0,2.8236841566564013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.713280379024116,1.0,46.00739022029489,0.0,7.155998286163171,0.0,0.0,30.275839017549252,13.117970485832577,0.0,0.0,0.0,5.30283810257042,0.0,0.0,0.0,76.09384874508109,0.0,0.0,12.33682700553198,0.0,2.8236841566564013,0.0,0.0,117.76,0.0,0.0,0.0,0.0,0.0,122.35463010204082,0.0,0.0,0.0,-14.604630102040822,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2642180811299525
2x00,2.544852840802501,2931.106295231537,67.4472292782632,65.08020675735541,18.08020675735541,36.026197872382085,33.33020675735541,9.921958466891546,7.255291800224879,7.255291800224879,4.97509409725023,4.97509409725023,3.258508775784114,3.258508775784114,197.9800568204449,30.838949751305996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83807587754293,43.17854362762865,509.3505089840013,0.918918918918919,1.837837837837838,2.6216216216216215,0.75,-1.72,37.0,462.3550000000003,5395036241332877.0,5.569163012296866,10.804161280393968,5.150227723841241,289.1529442730541,13.722145259017548,0.45759194914855883,13.722145259017548,0.30890552987488096,2.8630940288104094,0.30890552987488096,-6.101794060542041,-0.45759194914855883,6.506800000000008,147.48479999999984,509.7309999999994,1.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,7.0,0.0,2.0,2.0,204.0,14.58253409870731,6.080018026949988,0.0,1.4311996572326342,0.0,5.969305287951849,9.786941916707491,0.0,0.0,0.0,31.381032256731757,100.52527173942234,81.97924287764425,35.100080215574806,5.0,82.43196486660926,11.680990290722551,1.4311996572326342,0.0,28.089268258121685,122.30878170757215,6.496859684315945,34.3965616123482,0.0,0.0,0.0,0.0,0.0,0.0,49.03792993117829,14.268263091671919,23.096863525486015,161.04360318360213,39.38896634498387,0.0,0.0,0.0,68.12,0.0,0.0,0.0,0.0,0.0,423.0385032571247,0.0,0.0,0.0,-124.20516992379139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3232822402488747
